Album_ID,Name,Total_Tracks,Release_Date,Spotify_Url,Image_Url,Artist_ID
1gpn168pXNPfrFoZcLih3B,Ek Din Jete Hobe,10,1990-04-01,https://open.spotify.com/album/1gpn168pXNPfrFoZcLih3B,https://i.scdn.co/image/ab67616d0000b2732f8283f6f2940f4601b3a4b9,02Um2HIOrUdsy3wqPBZwsj
1dRu84zyF12v3AWlNCV3KM,Surer Sathi (Original Motion Picture Soundtrack),8,1988-04-01,https://open.spotify.com/album/1dRu84zyF12v3AWlNCV3KM,https://i.scdn.co/image/ab67616d0000b27392fb6402aa8477421a77705d,02Um2HIOrUdsy3wqPBZwsj
1HfKXpvWxjOXeIubWx3IKc,Songs of Rabindranath - Hemanta Mukherjee,9,1986-12-31,https://open.spotify.com/album/1HfKXpvWxjOXeIubWx3IKc,https://i.scdn.co/image/ab67616d0000b2732eb443d2dd5c45c623003495,02Um2HIOrUdsy3wqPBZwsj
1KY7DQLZ98JjLN9lOQiyl6,Bhalobasha Bhalobasha,12,1985-12-31,https://open.spotify.com/album/1KY7DQLZ98JjLN9lOQiyl6,https://i.scdn.co/image/ab67616d0000b27314a60fc39dc453fef6edcc28,02Um2HIOrUdsy3wqPBZwsj
0Yc9wfNVb8vDiajEboyqdO,Sanchayan Hemanta Mukherjee,17,1984-06-01,https://open.spotify.com/album/0Yc9wfNVb8vDiajEboyqdO,https://i.scdn.co/image/ab67616d0000b2735db9dcf67e43046e4a2145fb,02Um2HIOrUdsy3wqPBZwsj
3ck9c07iVabldSiSZksxDQ,Ekti Raktim Morichika - Various Artists,9,1984-01-08,https://open.spotify.com/album/3ck9c07iVabldSiSZksxDQ,https://i.scdn.co/image/ab67616d0000b273cbbf575faf64785972443800,02Um2HIOrUdsy3wqPBZwsj
0EmI5Dj1OcstVJcnQuyZtH,Bengali Modern Songs Hemanta Mukherjee,9,1981-10-31,https://open.spotify.com/album/0EmI5Dj1OcstVJcnQuyZtH,https://i.scdn.co/image/ab67616d0000b273e2c31ea9b53892c2ce5fc240,02Um2HIOrUdsy3wqPBZwsj
2JtzxO56m9If9HCDEDGupq,All Time Greats - Hemanta Mukherjee,22,1980-11-01,https://open.spotify.com/album/2JtzxO56m9If9HCDEDGupq,https://i.scdn.co/image/ab67616d0000b273721eb10ad9bb6cc99cc1927b,02Um2HIOrUdsy3wqPBZwsj
1L3Lfanjdkh58UAsXpNd8X,Shahar Theke Dure,7,1979-12-31,https://open.spotify.com/album/1L3Lfanjdkh58UAsXpNd8X,https://i.scdn.co/image/ab67616d0000b2736f770cb4921471943b0fe2ba,02Um2HIOrUdsy3wqPBZwsj
3b5xG4SzKJ3dAtsQydZvTF,Tagore Songs Hemanta Mukherjee,12,1979-12-31,https://open.spotify.com/album/3b5xG4SzKJ3dAtsQydZvTF,https://i.scdn.co/image/ab67616d0000b273df62324c927853b101fc541a,02Um2HIOrUdsy3wqPBZwsj
6AqW09ljVFh16Ua74jhCu6,Mantramugdha,7,1977-12-31,https://open.spotify.com/album/6AqW09ljVFh16Ua74jhCu6,https://i.scdn.co/image/ab67616d0000b273a99f21ac33f05fa57b307cb4,02Um2HIOrUdsy3wqPBZwsj
0c8sXdEa7oOXJ8Ytawqm3F,Shanai,8,1977-12-31,https://open.spotify.com/album/0c8sXdEa7oOXJ8Ytawqm3F,https://i.scdn.co/image/ab67616d0000b273d7b3bfbbbbf798375c3e77fc,02Um2HIOrUdsy3wqPBZwsj
3sToGSAjN2d1NwrSDoZoUF,Kato Raginir Bhul Bhangate - Hemanta Mukherjee,15,1977-10-01,https://open.spotify.com/album/3sToGSAjN2d1NwrSDoZoUF,https://i.scdn.co/image/ab67616d0000b273f092f4dc16259e9c3b17d35f,02Um2HIOrUdsy3wqPBZwsj
18ygI485D5W9jkhLfAUMLU,Raag Anurag,8,1976-12-31,https://open.spotify.com/album/18ygI485D5W9jkhLfAUMLU,https://i.scdn.co/image/ab67616d0000b2730f8dec01b66300aba8d93028,02Um2HIOrUdsy3wqPBZwsj
0rlVU0KP4nHA4o9IC6mtMn,Bees Saal Pehle,8,1971-12-31,https://open.spotify.com/album/0rlVU0KP4nHA4o9IC6mtMn,https://i.scdn.co/image/ab67616d0000b2731ed4339e2761361a5ebf57c9,02Um2HIOrUdsy3wqPBZwsj
0qhdYBU8dAXwDKZd2c4Y1j,Nimantran,7,1971-12-31,https://open.spotify.com/album/0qhdYBU8dAXwDKZd2c4Y1j,https://i.scdn.co/image/ab67616d0000b2739d21fafb463ac1300968040d,02Um2HIOrUdsy3wqPBZwsj
5MTW2TuYrnmJPLhu6tRqxF,Chyanika - Hemanta Mukherjee,16,1971-08-31,https://open.spotify.com/album/5MTW2TuYrnmJPLhu6tRqxF,https://i.scdn.co/image/ab67616d0000b27363db3ed34d1b770c3cc7348c,02Um2HIOrUdsy3wqPBZwsj
0rxXYZiDdMH7011CkHAnV8,Rahgir,10,1969-01-01,https://open.spotify.com/album/0rxXYZiDdMH7011CkHAnV8,https://i.scdn.co/image/ab67616d0000b273f588a3d356610eba7f2fe57c,02Um2HIOrUdsy3wqPBZwsj
12kMuKnNa4oWZ6Bq1uhctH,Adwitiya,8,1968-12-31,https://open.spotify.com/album/12kMuKnNa4oWZ6Bq1uhctH,https://i.scdn.co/image/ab67616d0000b273ee4cfd8f5ca754f5c35eef6f,02Um2HIOrUdsy3wqPBZwsj
1kw9xa2v7ycCZpwzct3HX5,Biwi Aur Makan,11,1966-01-01,https://open.spotify.com/album/1kw9xa2v7ycCZpwzct3HX5,https://i.scdn.co/image/ab67616d0000b273a6b204c17b76b77e9e052e23,02Um2HIOrUdsy3wqPBZwsj
6DsfUqlWY3XXcrMxRHYLIO,Do Dil,7,1965-01-01,https://open.spotify.com/album/6DsfUqlWY3XXcrMxRHYLIO,https://i.scdn.co/image/ab67616d0000b273cc20dd537ebc103b21733d28,02Um2HIOrUdsy3wqPBZwsj
5zO0npQtczysAz0wRsA6qB,Palatak,7,1964-12-31,https://open.spotify.com/album/5zO0npQtczysAz0wRsA6qB,https://i.scdn.co/image/ab67616d0000b273b24034b65f23b550f21080c4,02Um2HIOrUdsy3wqPBZwsj
0qYztWVBphR0qpYkTAQF8U,Bin Badal Barsaat,8,1963-11-17,https://open.spotify.com/album/0qYztWVBphR0qpYkTAQF8U,https://i.scdn.co/image/ab67616d0000b2732a2081030be46751badd9d42,02Um2HIOrUdsy3wqPBZwsj
1wyoWWk9fDtys0XA4ZhVDy,Sahib Bibi Aur Ghulam,8,1962-01-01,https://open.spotify.com/album/1wyoWWk9fDtys0XA4ZhVDy,https://i.scdn.co/image/ab67616d0000b2737f6bf89c51bd896ed966c081,02Um2HIOrUdsy3wqPBZwsj
6pNuSGaTMGEqeQF0hp9XaL,Sathihara,10,1961-12-31,https://open.spotify.com/album/6pNuSGaTMGEqeQF0hp9XaL,https://i.scdn.co/image/ab67616d0000b27351dc3a88b98d12a52b971e11,02Um2HIOrUdsy3wqPBZwsj
0i8Si4IEq9jzzepjvildiR,Swaralipi,10,1961-12-31,https://open.spotify.com/album/0i8Si4IEq9jzzepjvildiR,https://i.scdn.co/image/ab67616d0000b2735e1f2d16cae7ddd93eea0b16,02Um2HIOrUdsy3wqPBZwsj
2rSSVNEjVfBDQk5EMAelIV,Girl Friend,7,1960-01-01,https://open.spotify.com/album/2rSSVNEjVfBDQk5EMAelIV,https://i.scdn.co/image/ab67616d0000b273800b8496d05e2f1dd1459235,02Um2HIOrUdsy3wqPBZwsj
0Kiux8wF5I7KUq22cWQvVN,Duniya Jhukti Hai,8,1960-01-01,https://open.spotify.com/album/0Kiux8wF5I7KUq22cWQvVN,https://i.scdn.co/image/ab67616d0000b27381909425e6a478359ab97360,02Um2HIOrUdsy3wqPBZwsj
3PEMokbDDj2cg3JmkgknBA,Lukochuri,8,1958-12-31,https://open.spotify.com/album/3PEMokbDDj2cg3JmkgknBA,https://i.scdn.co/image/ab67616d0000b27301bd35c24186fb609ca4faca,02Um2HIOrUdsy3wqPBZwsj
07UJIFgg9Ioqse8C69lo7K,Sahara,9,1958-12-31,https://open.spotify.com/album/07UJIFgg9Ioqse8C69lo7K,https://i.scdn.co/image/ab67616d0000b273b432db8570f0d497958f9902,02Um2HIOrUdsy3wqPBZwsj
18daO1yh90AIEJ0E1x2qpa,Kitna Badal Gaya Insaan,10,1957-12-31,https://open.spotify.com/album/18daO1yh90AIEJ0E1x2qpa,https://i.scdn.co/image/ab67616d0000b2738c9a021bc000e9b58624cce8,02Um2HIOrUdsy3wqPBZwsj
6PMWeXntJumPoaNEIbZvoH,Champakali,9,1957-12-31,https://open.spotify.com/album/6PMWeXntJumPoaNEIbZvoH,https://i.scdn.co/image/ab67616d0000b273627a1f1cdc256d173d94707c,02Um2HIOrUdsy3wqPBZwsj
1NendmoySje3r9JjzS2JTQ,Bandi,8,1957-01-01,https://open.spotify.com/album/1NendmoySje3r9JjzS2JTQ,https://i.scdn.co/image/ab67616d0000b273e5d4a07aa90b0d23d16fa387,02Um2HIOrUdsy3wqPBZwsj
1SPpGlC8pHkgeFAYsaDN7j,Fashion,8,1957-01-01,https://open.spotify.com/album/1SPpGlC8pHkgeFAYsaDN7j,https://i.scdn.co/image/ab67616d0000b273973e907a9fd6de9ceec6e35d,02Um2HIOrUdsy3wqPBZwsj
5PVIilEFL78F3UUtbjTtXd,Hill Station,7,1957-01-01,https://open.spotify.com/album/5PVIilEFL78F3UUtbjTtXd,https://i.scdn.co/image/ab67616d0000b273954223ae2beb8c8a48baf1ed,02Um2HIOrUdsy3wqPBZwsj
5o5O0WggKLfPampYWhrWzE,Miss Mary,10,1957-01-01,https://open.spotify.com/album/5o5O0WggKLfPampYWhrWzE,https://i.scdn.co/image/ab67616d0000b2733237f23911f3bc63e5b857a6,02Um2HIOrUdsy3wqPBZwsj
4y8g3o5tcBtFaL8TCeMilu,Payal,9,1957-01-01,https://open.spotify.com/album/4y8g3o5tcBtFaL8TCeMilu,https://i.scdn.co/image/ab67616d0000b2738473224db92f819159e5f110,02Um2HIOrUdsy3wqPBZwsj
2HvMlyjDTItzj6G8VuMMq9,Bandhan,7,1956-12-31,https://open.spotify.com/album/2HvMlyjDTItzj6G8VuMMq9,https://i.scdn.co/image/ab67616d0000b273c9d844183b4a5c8d2e7bc18c,02Um2HIOrUdsy3wqPBZwsj
1ynrSYxmzyMMFBoyjD9KHR,Lalten,8,1956-12-31,https://open.spotify.com/album/1ynrSYxmzyMMFBoyjD9KHR,https://i.scdn.co/image/ab67616d0000b2739a83bdee9fe503115911a5d0,02Um2HIOrUdsy3wqPBZwsj
44tRoHb6IgTxVVOXmVnEee,Arab Ka Saudagar,9,1956-12-31,https://open.spotify.com/album/44tRoHb6IgTxVVOXmVnEee,https://i.scdn.co/image/ab67616d0000b273bd930ab2e24cacd456609590,02Um2HIOrUdsy3wqPBZwsj
02V7A3GxarE9Bz0QqqLHiP,Inspector,9,1956-12-31,https://open.spotify.com/album/02V7A3GxarE9Bz0QqqLHiP,https://i.scdn.co/image/ab67616d0000b2731b9865808ff71fc091d5ce73,02Um2HIOrUdsy3wqPBZwsj
5D732A1Jo05MDrNjsbkDlJ,Anjaan,8,1956-01-01,https://open.spotify.com/album/5D732A1Jo05MDrNjsbkDlJ,https://i.scdn.co/image/ab67616d0000b2733805a0876bc827892dd63726,02Um2HIOrUdsy3wqPBZwsj
0kUXvhzumQEzldDPvXLN5q,Durgesh Nandini,9,1956-01-01,https://open.spotify.com/album/0kUXvhzumQEzldDPvXLN5q,https://i.scdn.co/image/ab67616d0000b273533a8c12e2da39d5f8a1391f,02Um2HIOrUdsy3wqPBZwsj
3WEsiCJf0xgawgza3XLBIC,Ek Hi Rasta,8,1956-01-01,https://open.spotify.com/album/3WEsiCJf0xgawgza3XLBIC,https://i.scdn.co/image/ab67616d0000b273fc059d020e4d55736ffc15eb,02Um2HIOrUdsy3wqPBZwsj
0Htp0FS0y8hn5HWajUz7la,Ek Jhalak,9,1956-01-01,https://open.spotify.com/album/0Htp0FS0y8hn5HWajUz7la,https://i.scdn.co/image/ab67616d0000b273209b2b1034b58debd83299c0,02Um2HIOrUdsy3wqPBZwsj
1IJmW9e4J9XBd9pFR1MH9q,Hamara Watan,10,1956-01-01,https://open.spotify.com/album/1IJmW9e4J9XBd9pFR1MH9q,https://i.scdn.co/image/ab67616d0000b27391e54a538c17d1d5e94aa79f,02Um2HIOrUdsy3wqPBZwsj
0jVCcEj8bdWWEigSTxvzTO,Bahu,9,1955-12-31,https://open.spotify.com/album/0jVCcEj8bdWWEigSTxvzTO,https://i.scdn.co/image/ab67616d0000b273097ecb4f8159f66453733723,02Um2HIOrUdsy3wqPBZwsj
58kE7rWPYI00FHyo8u6JUh,Kanavane Kankanda Deivam,7,1955-12-31,https://open.spotify.com/album/58kE7rWPYI00FHyo8u6JUh,https://i.scdn.co/image/ab67616d0000b273b7675f193acb5f921f1a0921,02Um2HIOrUdsy3wqPBZwsj
7fs3rs1wcihIvXoTpjEQjM,Lagan,7,1955-12-31,https://open.spotify.com/album/7fs3rs1wcihIvXoTpjEQjM,https://i.scdn.co/image/ab67616d0000b273df6c3d873b7a79a5b59b918a,02Um2HIOrUdsy3wqPBZwsj
3OavQQ8vm3E450eAQjPzQk,Shap Mochan,7,1955-12-31,https://open.spotify.com/album/3OavQQ8vm3E450eAQjPzQk,https://i.scdn.co/image/ab67616d0000b2735691a42533cfe8978f39a6dc,02Um2HIOrUdsy3wqPBZwsj
2di8hrsG1A9io3oOpARo77,Bhagwat Mahima,9,1955-01-01,https://open.spotify.com/album/2di8hrsG1A9io3oOpARo77,https://i.scdn.co/image/ab67616d0000b2738beaee83d642c0f33c19947c,02Um2HIOrUdsy3wqPBZwsj
2BMEk7xlNo7nWk1PgeKRqy,Taj,11,1955-01-01,https://open.spotify.com/album/2BMEk7xlNo7nWk1PgeKRqy,https://i.scdn.co/image/ab67616d0000b2738375906af6a6b1eaa8155ed6,02Um2HIOrUdsy3wqPBZwsj
1QwIVq5NweBx58aABT8AxX,Samrat,7,1954-12-31,https://open.spotify.com/album/1QwIVq5NweBx58aABT8AxX,https://i.scdn.co/image/ab67616d0000b273e6008f7be33dc4be04a102fe,02Um2HIOrUdsy3wqPBZwsj
2UnU53FCQQPe8hG3B6wuyG,Nagin,15,1954-01-01,https://open.spotify.com/album/2UnU53FCQQPe8hG3B6wuyG,https://i.scdn.co/image/ab67616d0000b273116f54aa977bb88ff208feab,02Um2HIOrUdsy3wqPBZwsj
2En8eDJleKAOf6CqJmaRwc,Shart,12,1954-01-01,https://open.spotify.com/album/2En8eDJleKAOf6CqJmaRwc,https://i.scdn.co/image/ab67616d0000b2736f53409c91bf49356ea99a02,02Um2HIOrUdsy3wqPBZwsj
1t1uj9DC9Rtdsc5G8rxghR,Anand Math,8,1952-01-01,https://open.spotify.com/album/1t1uj9DC9Rtdsc5G8rxghR,https://i.scdn.co/image/ab67616d0000b2732149350afaf58e6ba60ff76a,02Um2HIOrUdsy3wqPBZwsj
2LkGCYKL7oCRTGsNch2qq8,Tumhe Dil Se,1,2022-08-12,https://open.spotify.com/album/2LkGCYKL7oCRTGsNch2qq8,https://i.scdn.co/image/ab67616d0000b2734e0c721f185d248e81db5d41,02Um2HIOrUdsy3wqPBZwsj
0RYthxb7d90INw7L1U3wfD,Non - Film Hits - Hemanta Mukherjee,6,2022-05-04,https://open.spotify.com/album/0RYthxb7d90INw7L1U3wfD,https://i.scdn.co/image/ab67616d0000b273ac589a8de174419550fdf5ab,02Um2HIOrUdsy3wqPBZwsj
3MOxRxeKJLR4Z3gzdyklkk,Milal Marad Hatha Katha (Bhojpuri Song),1,2021-11-26,https://open.spotify.com/album/3MOxRxeKJLR4Z3gzdyklkk,https://i.scdn.co/image/ab67616d0000b273f6eff4b0f072c86acd1800e9,02Um2HIOrUdsy3wqPBZwsj
4f96xYQywWsqNK4jL5FyX4,Like Mate Karu Jadi,1,2020-09-07,https://open.spotify.com/album/4f96xYQywWsqNK4jL5FyX4,https://i.scdn.co/image/ab67616d0000b27311da4c554d3779d5e4342a92,02Um2HIOrUdsy3wqPBZwsj
1U6Q6Cb4ial2VCCChyS4CK,Hey Prabhu,1,2020-07-28,https://open.spotify.com/album/1U6Q6Cb4ial2VCCChyS4CK,https://i.scdn.co/image/ab67616d0000b273d1f3e7e2637fc36f3bb1b45b,02Um2HIOrUdsy3wqPBZwsj
5pTuUIVFnIjBVrmce4W6f1,Hey Prabhu (Original),1,2020-07-28,https://open.spotify.com/album/5pTuUIVFnIjBVrmce4W6f1,https://i.scdn.co/image/ab67616d0000b273239e10115ac10670a9a9e03a,02Um2HIOrUdsy3wqPBZwsj
2clNWMxt8VlBL8drKsyG9a,Ei Din Subhodin,1,2020-07-20,https://open.spotify.com/album/2clNWMxt8VlBL8drKsyG9a,https://i.scdn.co/image/ab67616d0000b2730904a369f9020233c62592d9,02Um2HIOrUdsy3wqPBZwsj
2rJQufRPz0ZdcxjVeV43Y8,Ei Din Subhodin (Original),1,2020-07-20,https://open.spotify.com/album/2rJQufRPz0ZdcxjVeV43Y8,https://i.scdn.co/image/ab67616d0000b273a7883ed73932fca2f3bc8b6b,02Um2HIOrUdsy3wqPBZwsj
4aXWVNUg2eNIT0ScICSi3h,Kar Avishape (Original),1,2020-07-19,https://open.spotify.com/album/4aXWVNUg2eNIT0ScICSi3h,https://i.scdn.co/image/ab67616d0000b27374e431b5cd0279913f6c9cef,02Um2HIOrUdsy3wqPBZwsj
39xXRvIu79u1bO2U8PDrWR,Kar Avishape,1,2020-07-19,https://open.spotify.com/album/39xXRvIu79u1bO2U8PDrWR,https://i.scdn.co/image/ab67616d0000b27353789d7673f579a1978dc7e3,02Um2HIOrUdsy3wqPBZwsj
66WHLbFlau5DjlffimhjO7,Amar Sonar Deshe,1,2020-07-18,https://open.spotify.com/album/66WHLbFlau5DjlffimhjO7,https://i.scdn.co/image/ab67616d0000b273680d14a43b199678a1bd5f4b,02Um2HIOrUdsy3wqPBZwsj
6WavGGUMhcSbZ6KK0YrW5j,Amar Sonar Deshe (Original),1,2020-07-18,https://open.spotify.com/album/6WavGGUMhcSbZ6KK0YrW5j,https://i.scdn.co/image/ab67616d0000b2738fd3b00c0fa9f20b33f3e32c,02Um2HIOrUdsy3wqPBZwsj
7G1tiEdtxh2Aa82aeDTwud,Bela Gelo Bela Gelo,1,2020-07-17,https://open.spotify.com/album/7G1tiEdtxh2Aa82aeDTwud,https://i.scdn.co/image/ab67616d0000b273be56fc548609c5eb57365685,02Um2HIOrUdsy3wqPBZwsj
24jEMhay4Nw3kOL28OXmbg,Bela Gelo Bela Gelo (Original),1,2020-07-17,https://open.spotify.com/album/24jEMhay4Nw3kOL28OXmbg,https://i.scdn.co/image/ab67616d0000b2733f5d386380b90958dd9680ee,02Um2HIOrUdsy3wqPBZwsj
3vUX0a5qZWwMRlhJSJBYsv,Keno Emon Holo,1,2020-07-01,https://open.spotify.com/album/3vUX0a5qZWwMRlhJSJBYsv,https://i.scdn.co/image/ab67616d0000b273f1e36cf02364645d2854f846,02Um2HIOrUdsy3wqPBZwsj
720jPMCHNxI8KQsawHOGMz,Keno Emon Holo (Original),1,2020-07-01,https://open.spotify.com/album/720jPMCHNxI8KQsawHOGMz,https://i.scdn.co/image/ab67616d0000b273db8228d79c8e4483a416c5ac,02Um2HIOrUdsy3wqPBZwsj
1rlAVgs8GNJxOjiy8uDKjL,Kathata Haray Jekhane (Original),1,2020-06-29,https://open.spotify.com/album/1rlAVgs8GNJxOjiy8uDKjL,https://i.scdn.co/image/ab67616d0000b2732e4b36003e11ddffcf53e27b,02Um2HIOrUdsy3wqPBZwsj
5vUOfJZCs9FM10vkaX34yN,Kathata Haray Jekhane,1,2020-06-29,https://open.spotify.com/album/5vUOfJZCs9FM10vkaX34yN,https://i.scdn.co/image/ab67616d0000b2736033104f95d0566614538596,02Um2HIOrUdsy3wqPBZwsj
6YsU54HVlHlgsuOFzeWjjD,O Bandhua Bon Mahua,1,2020-06-25,https://open.spotify.com/album/6YsU54HVlHlgsuOFzeWjjD,https://i.scdn.co/image/ab67616d0000b273b9a57c46ecb6b3634462214d,02Um2HIOrUdsy3wqPBZwsj
5Cmu8XKBnFppAVLHBptdtO,O Bandhua Bon Mahua (Original),1,2020-06-25,https://open.spotify.com/album/5Cmu8XKBnFppAVLHBptdtO,https://i.scdn.co/image/ab67616d0000b2731ee4a121bbcefde9cc83b9fb,02Um2HIOrUdsy3wqPBZwsj
4hdoJGbsnCGSmgCW9cnAmT,Sa Re Ga Ma Pa Dha Ni,1,2020-06-25,https://open.spotify.com/album/4hdoJGbsnCGSmgCW9cnAmT,https://i.scdn.co/image/ab67616d0000b273295a6d75ac87aaf5975d7a70,02Um2HIOrUdsy3wqPBZwsj
1vjWLAUDlSHP22aLgyripJ,Sa Re Ga Ma Pa Dha Ni (Original),1,2020-06-25,https://open.spotify.com/album/1vjWLAUDlSHP22aLgyripJ,https://i.scdn.co/image/ab67616d0000b27312a77c5c850d8e73f97f91f0,02Um2HIOrUdsy3wqPBZwsj
0qI3turShBCU53KlEt7icP,Sonar Surjo Tumi Gorecho (Original),1,2020-06-23,https://open.spotify.com/album/0qI3turShBCU53KlEt7icP,https://i.scdn.co/image/ab67616d0000b2731f619ea565c751af58b22c31,02Um2HIOrUdsy3wqPBZwsj
2npVmcdrlp3jqcRrEWVnDp,Timeless Classics - Chirodiner Composer Hemanta Mukherjee,1,2020-06-16,https://open.spotify.com/album/2npVmcdrlp3jqcRrEWVnDp,https://i.scdn.co/image/ab67616d0000b273695505fc64284868abb02a33,02Um2HIOrUdsy3wqPBZwsj
41YTWRivSSLybu1WcTn451,Nahi Lehnga Uthake Naachb - Single,1,2019-04-11,https://open.spotify.com/album/41YTWRivSSLybu1WcTn451,https://i.scdn.co/image/ab67616d0000b2738c67a1a49b128243223695db,02Um2HIOrUdsy3wqPBZwsj
41uXU2UMuGe1gHNixi2VCO,Aduva Gombe (Original Motion Picture Soundtrack),6,2018-10-24,https://open.spotify.com/album/41uXU2UMuGe1gHNixi2VCO,https://i.scdn.co/image/ab67616d0000b273a4d72ea3fc6b90075b4ecad7,02Um2HIOrUdsy3wqPBZwsj
36UBbqCrAaXUT6n956j8F3,Aawatari Mai,3,2018-10-07,https://open.spotify.com/album/36UBbqCrAaXUT6n956j8F3,https://i.scdn.co/image/ab67616d0000b273fac621010315bee211fa5399,02Um2HIOrUdsy3wqPBZwsj
0kn6YZikpb1aM8CW5LmpY3,Yarwa Ae Sakhi,1,2018-09-07,https://open.spotify.com/album/0kn6YZikpb1aM8CW5LmpY3,https://i.scdn.co/image/ab67616d0000b273990da4c4b6c10c6501b20624,02Um2HIOrUdsy3wqPBZwsj
3usRWBNNfuloVONYcddNth,Musical Journey With Hemanta Mukherjee,3,2011-08-27,https://open.spotify.com/album/3usRWBNNfuloVONYcddNth,https://i.scdn.co/image/ab67616d0000b27337ae4a33c95d4906f98ae178,02Um2HIOrUdsy3wqPBZwsj
718Ulj8zEJchpP6OxRWi1v,Legends Hemant Kumar- Volume 1,1,2004-07-21,https://open.spotify.com/album/718Ulj8zEJchpP6OxRWi1v,https://i.scdn.co/image/ab67616d0000b2739c1e377576622dc4c2a8cd62,02Um2HIOrUdsy3wqPBZwsj
1vkpnzPLDKhk1YZnPDI5kp,Legends Hemant Kumar- Volume 4,2,2004-01-04,https://open.spotify.com/album/1vkpnzPLDKhk1YZnPDI5kp,https://i.scdn.co/image/ab67616d0000b27393b3d9c7d0ae3a36889eb796,02Um2HIOrUdsy3wqPBZwsj
6msUNJXGQuaNGbBiKJpAm2,Legends Hemant Kumar- Volume 5,1,2004-01-04,https://open.spotify.com/album/6msUNJXGQuaNGbBiKJpAm2,https://i.scdn.co/image/ab67616d0000b2737dfa369d2d219bbb3ca17718,02Um2HIOrUdsy3wqPBZwsj
4Qzu2kownLdvabEdAodhKv,Rare Gems - Hemant Kumar,1,2003-09-03,https://open.spotify.com/album/4Qzu2kownLdvabEdAodhKv,https://i.scdn.co/image/ab67616d0000b2730d9b4df2bb56e9c5c94ca62d,02Um2HIOrUdsy3wqPBZwsj
34aImHCNaRfElMgtAl5e9P,Tomay Amay Mile - Hemanta Mukherjee Duets,2,2003-04-01,https://open.spotify.com/album/34aImHCNaRfElMgtAl5e9P,https://i.scdn.co/image/ab67616d0000b2733c3d45f7dcd74e1267124cb2,02Um2HIOrUdsy3wqPBZwsj
4vlH7B6inq8M1PXsj2rR4d,Hemanta Mukherjee Protham Prodip,4,2002-01-11,https://open.spotify.com/album/4vlH7B6inq8M1PXsj2rR4d,https://i.scdn.co/image/ab67616d0000b2735ad4c064c14eaf8a0d783523,02Um2HIOrUdsy3wqPBZwsj
